Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
AFTA,39.522981111111115,-119.81877433333337,Great Basin Food Coop,39.52281470595382,-119.81572049244724,Grocery Store
AFTA,39.522981111111115,-119.81877433333337,Pignic,39.52217182647083,-119.81588922649992,BBQ Joint
AFTA,39.522981111111115,-119.81877433333337,Hub Tea Bar,39.52197211391288,-119.8220304286918,Tea Room
AFTA,39.522981111111115,-119.81877433333337,Rubicon Deli,39.52036512440989,-119.81600650435915,Deli / Bodega
AFTA,39.522981111111115,-119.81877433333337,The Brewer's Cabinet,39.52033532675826,-119.81716591423526,Pub
AFTA,39.522981111111115,-119.81877433333337,Brickies Tavern,39.52491316967394,-119.82274842884512,Pub
AFTA,39.522981111111115,-119.81877433333337,Sierra Tap House,39.52477250644818,-119.81597874063552,Bar
AFTA,39.522981111111115,-119.81877433333337,Our Bar,39.52515964729186,-119.81625910577449,Bar
AFTA,39.522981111111115,-119.81877433333337,West Street Wine Bar,39.52610911835881,-119.81554241921549,Wine Bar
AFTA,39.522981111111115,-119.81877433333337,Imperial Bar & Lounge,39.52567892613576,-119.81676311428006,Gastropub
AFTA,39.522981111111115,-119.81877433333337,Wingfield Park,39.52400506816012,-119.81628210555263,Park
AFTA,39.522981111111115,-119.81877433333337,Noble Pie Parlor,39.5261292815516,-119.81696408085264,Pizza Place
AFTA,39.522981111111115,-119.81877433333337,Antonio's Mexican Grill,39.52536297294361,-119.81425243301015,Mexican Restaurant
AFTA,39.522981111111115,-119.81877433333337,My Favorite Muffin Bagel & Cafe,39.52002685673553,-119.81527761475614,Bakery
AFTA,39.522981111111115,-119.81877433333337,Hookava,39.525042381593984,-119.81791562576328,Hookah Bar
AFTA,39.522981111111115,-119.81877433333337,Shawarmageddon,39.525040999999995,-119.81958799999998,Mediterranean Restaurant
AFTA,39.522981111111115,-119.81877433333337,West Street Market,39.52610115205992,-119.81553371221209,Lounge
AFTA,39.522981111111115,-119.81877433333337,Ole Bridge Pub,39.52490431084753,-119.81362868688669,Pub
AFTA,39.522981111111115,-119.81877433333337,Royce,39.52243743500075,-119.81331150762271,Wine Bar
AFTA,39.522981111111115,-119.81877433333337,Antiques & Treasures,39.525996,-119.814785,Antique Shop
AFTA,39.522981111111115,-119.81877433333337,Truckee River Walk,39.52471881080111,-119.8134163332744,Trail
AFTA,39.522981111111115,-119.81877433333337,5 Star Saloon,39.52587012108582,-119.81550553760954,Gay Bar
AFTA,39.522981111111115,-119.81877433333337,Century Theatre,39.52483090731071,-119.81434333512851,Movie Theater
AFTA,39.522981111111115,-119.81877433333337,CAMPO,39.52496563071277,-119.81380372668664,Gastropub
AFTA,39.522981111111115,-119.81877433333337,St. James Infirmary,39.52024986201325,-119.81599094335344,Bar
AFTA,39.522981111111115,-119.81877433333337,Beaujolais Bistro,39.52188144371135,-119.82214584121829,French Restaurant
AFTA,39.522981111111115,-119.81877433333337,Liberty Food & Wine Exchange,39.52554563994772,-119.81411107134626,Wine Bar
AFTA,39.522981111111115,-119.81877433333337,The Jungle,39.524986,-119.815844,Café
AFTA,39.522981111111115,-119.81877433333337,Silver Peak Grill & Taproom,39.52552016830721,-119.81423286109106,Brewery
AFTA,39.522981111111115,-119.81877433333337,Reno eNVy,39.525881233027356,-119.81433818734925,Clothing Store
AFTA,39.522981111111115,-119.81877433333337,RedRock Bar,39.522664017543455,-119.81303463404035,Bar
AFTA,39.522981111111115,-119.81877433333337,Soak Nail Spa & Lounge,39.525134731300156,-119.82183637248596,Spa
AFTA,39.522981111111115,-119.81877433333337,Tonic Bar and Lounge,39.52641535460675,-119.81677163501436,Lounge
AFTA,39.522981111111115,-119.81877433333337,Wells Fargo,39.51982741811871,-119.81687843799592,Bank
AFTA,39.522981111111115,-119.81877433333337,Pizano's Pizza,39.525001,-119.814725,Pizza Place
AFTA,39.522981111111115,-119.81877433333337,McKinley Arts & Culture Center,39.52129106110817,-119.8240764802512,Arts & Crafts Store
AFTA,39.522981111111115,-119.81877433333337,WorldMark Reno,39.52677388137261,-119.81714628648314,Hotel
AFTA,39.522981111111115,-119.81877433333337,Plaza Resort Club Hotel,39.52564846734409,-119.81587513558395,Hotel
AFTA,39.522981111111115,-119.81877433333337,First Bar,39.52515149692665,-119.81624921184938,Bar
AFTA,39.522981111111115,-119.81877433333337,Java Jungle,39.52514576908458,-119.81590594559302,Coffee Shop
AFTA,39.522981111111115,-119.81877433333337,The Stick,39.525311481810654,-119.8142380635116,Lounge
AFTA,39.522981111111115,-119.81877433333337,Nikos Greek Kitchen at West Street Market,39.52614652360135,-119.81542627334521,Greek Restaurant
AFTA,39.522981111111115,-119.81877433333337,Lanna Thai Cafe & Culinary School,39.524806,-119.82348600000002,Thai Restaurant
AFUC,39.50930364723924,-119.82819243865029,Cypress Window Fashions,39.50686349820555,-119.83208119869232,Home Service
AFVE,39.51849998850574,-119.82246477011496,Hub Coffee Roasters,39.522094754613306,-119.82194016157264,Coffee Shop
AFVE,39.51849998850574,-119.82246477011496,Hub Tea Bar,39.52197211391288,-119.8220304286918,Tea Room
AFVE,39.51849998850574,-119.82246477011496,The Brewer's Cabinet,39.52033532675826,-119.81716591423526,Pub
AFVE,39.51849998850574,-119.82246477011496,Beaujolais Bistro,39.52188144371135,-119.82214584121829,French Restaurant
AFVE,39.51849998850574,-119.82246477011496,McKinley Arts & Culture Center,39.52129106110817,-119.8240764802512,Arts & Crafts Store
AFVE,39.51849998850574,-119.82246477011496,Redbox,39.515857969121825,-119.82617554293226,Video Store
AFVE,39.51849998850574,-119.82246477011496,7-Eleven,39.5158950432837,-119.82603617012501,Convenience Store
AFVV,39.50883956818183,-119.84749404545458,Someone's In The Kitchen With Dinah,39.508239,-119.84519399999999,Spa
AFVV,39.50883956818183,-119.84749404545458,Aunt Bee Bakes,39.505772,-119.845138,Bakery
AFWC,39.51408884594597,-119.82188532432423,Redbox,39.515857969121825,-119.82617554293226,Video Store
AFWC,39.51408884594597,-119.82188532432423,7-Eleven,39.5158950432837,-119.82603617012501,Convenience Store
AFXC,39.513750317708336,-119.81873780208338,Plumas Park (aka Dog Park),39.51465979,-119.81438105,Park
AFXC,39.513750317708336,-119.81873780208338,Plumas Gym,39.51299278723789,-119.81358396129066,Gym
AFYY,39.51705890000001,-119.83374969999996,Idlewild Park,39.52068601974404,-119.83298379983623,Park
AFYY,39.51705890000001,-119.83374969999996,Reno High School Baseball Field,39.517199,-119.832158,Baseball Field
AFYY,39.51705890000001,-119.83374969999996,Idlewild Skatepark,39.520160281288106,-119.83461253103796,Skate Park
AFYY,39.51705890000001,-119.83374969999996,Lundsford Park,39.51921278530242,-119.83006934004518,Park
AFYY,39.51705890000001,-119.83374969999996,Kenji's Food Truck,39.519888387088386,-119.8366460339107,Food Truck
AFYY,39.51705890000001,-119.83374969999996,Small Details Cleaning Svc,39.518128692608926,-119.83854532241823,Home Service
AFYY,39.51705890000001,-119.83374969999996,Reno Municipal Rose Garden,39.52150754126678,-119.8340293549495,Garden
AGAA,39.52141949122807,-119.85967582456136,24 Hour Fitness,39.524452919219634,-119.8587546710244,Gym / Fitness Center
AGAA,39.52141949122807,-119.85967582456136,The Home Depot,39.521309499999994,-119.8649179,Hardware Store
AGAA,39.52141949122807,-119.85967582456136,7-Eleven,39.5209301722718,-119.863192061903,Convenience Store
AGAA,39.52141949122807,-119.85967582456136,Great Western Marketplace,39.52320889938286,-119.85983227829482,Market
AGAC,39.5202333706294,-119.85391083566427,4th Street Bistro,39.519025437177284,-119.84895014430118,French Restaurant
AGAC,39.5202333706294,-119.85391083566427,Summit Ridge Park,39.51845391393083,-119.85381428787123,Park
AGAC,39.5202333706294,-119.85391083566427,The Point,39.51988756656647,-119.84896867,Karaoke Bar
AGAC,39.5202333706294,-119.85391083566427,Urban Roots Garden Classroom,39.51977746058439,-119.84866629619894,Farm
AGCQ,39.51667101960783,-119.85828099999992,Anna's Mexican Grill,39.51436,-119.859349,Mexican Restaurant
AGCQ,39.51667101960783,-119.85828099999992,Whispering Vine Wine Co,39.51401992229329,-119.85449238442482,American Restaurant
AGCQ,39.51667101960783,-119.85828099999992,Johnny's Italian Ristorante,39.51396768388738,-119.85517604764748,Italian Restaurant
AGCQ,39.51667101960783,-119.85828099999992,Full Pedal,39.51436,-119.859349,Gym / Fitness Center
AGCQ,39.51667101960783,-119.85828099999992,Flowing Tide Pub,39.51422299571793,-119.85929414297662,Pub
AGCQ,39.51667101960783,-119.85828099999992,Jacksons Food Stores,39.513163,-119.858753,Food & Drink Shop
AGFK,39.52386665217391,-119.82559827329187,Brickies Tavern,39.52491316967394,-119.82274842884512,Pub
AGFK,39.52386665217391,-119.82559827329187,Hub Coffee Roasters,39.522094754613306,-119.82194016157264,Coffee Shop
AGFK,39.52386665217391,-119.82559827329187,Hub Tea Bar,39.52197211391288,-119.8220304286918,Tea Room
AGFK,39.52386665217391,-119.82559827329187,Ben's Fine Wine & Spirits,39.52703726090059,-119.82729252287966,Liquor Store
AGFK,39.52386665217391,-119.82559827329187,Daughters Cafe,39.523949554160644,-119.82094111324452,Breakfast Spot
AGFK,39.52386665217391,-119.82559827329187,Gold N' Silver Inn,39.52763009781,-119.82499344077969,American Restaurant
AGFK,39.52386665217391,-119.82559827329187,Maverik #590,39.526298,-119.827265,Gas Station
AGFK,39.52386665217391,-119.82559827329187,Beaujolais Bistro,39.52188144371135,-119.82214584121829,French Restaurant
AGFK,39.52386665217391,-119.82559827329187,McKinley Arts & Culture Center,39.52129106110817,-119.8240764802512,Arts & Crafts Store
AGFK,39.52386665217391,-119.82559827329187,Soak Nail Spa & Lounge,39.525134731300156,-119.82183637248596,Spa
AGFK,39.52386665217391,-119.82559827329187,Port Of Subs,39.52716661964568,-119.82954346627048,Sandwich Place
AGFK,39.52386665217391,-119.82559827329187,Wells Fargo,39.52742875754415,-119.8282939195633,Bank
AGFK,39.52386665217391,-119.82559827329187,Pizza Baron,39.5264161,-119.82914309999998,Pizza Place
AGFK,39.52386665217391,-119.82559827329187,Enterprise Rent-A-Car,39.528182,-119.82623,Rental Car Location
AGFK,39.52386665217391,-119.82559827329187,Little Caesars Pizza,39.52681919542341,-119.8273236553006,Pizza Place
AGFK,39.52386665217391,-119.82559827329187,McDonald's,39.527878678825715,-119.82699162793324,Fast Food Restaurant
AGFK,39.52386665217391,-119.82559827329187,Round Table Pizza - Temporarily Closed,39.528182,-119.82623,Pizza Place
AGFK,39.52386665217391,-119.82559827329187,Lanna Thai Cafe & Culinary School,39.524806,-119.82348600000002,Thai Restaurant
AGFK,39.52386665217391,-119.82559827329187,Taco Bell,39.526683512766546,-119.82762605630816,Fast Food Restaurant
AGFK,39.52386665217391,-119.82559827329187,Jack in the Box,39.527339797305615,-119.82657864689828,Fast Food Restaurant
AGFK,39.52386665217391,-119.82559827329187,Maverik,39.526160299999994,-119.8270918,Convenience Store
AGFK,39.52386665217391,-119.82559827329187,Maverik Adventure's First Stop,39.5263598,-119.8270155,Convenience Store
AGFK,39.52386665217391,-119.82559827329187,Beaujolais,39.521836,-119.822195,French Restaurant
AGFK,39.52386665217391,-119.82559827329187,Rolled Mountain Creamery,39.52200105600149,-119.82189477779623,Restaurant
AGFK,39.52386665217391,-119.82559827329187,Label's Consignment Boutique,39.524297,-119.821061,Boutique
AGFK,39.52386665217391,-119.82559827329187,Bens Discount Liquors,39.527122,-119.827489,Liquor Store
AGGD,39.51637833333333,-119.85774109523813,Anna's Mexican Grill,39.51436,-119.859349,Mexican Restaurant
AGGD,39.51637833333333,-119.85774109523813,Whispering Vine Wine Co,39.51401992229329,-119.85449238442482,American Restaurant
AGGD,39.51637833333333,-119.85774109523813,Johnny's Italian Ristorante,39.51396768388738,-119.85517604764748,Italian Restaurant
AGGD,39.51637833333333,-119.85774109523813,Full Pedal,39.51436,-119.859349,Gym / Fitness Center
AGGD,39.51637833333333,-119.85774109523813,Flowing Tide Pub,39.51422299571793,-119.85929414297662,Pub
AGGD,39.51637833333333,-119.85774109523813,Jacksons Food Stores,39.513163,-119.858753,Food & Drink Shop
AGHE,39.51318962068965,-119.85097906896551,Whispering Vine Wine Co,39.51401992229329,-119.85449238442482,American Restaurant
AGHE,39.51318962068965,-119.85097906896551,Johnny's Italian Ristorante,39.51396768388738,-119.85517604764748,Italian Restaurant
AGHE,39.51318962068965,-119.85097906896551,Crissie Caughlin Park,39.510893010482455,-119.85306070876456,Park
AGHE,39.51318962068965,-119.85097906896551,Naan and Kabab,39.516269,-119.85181100000001,Gastropub
AGHE,39.51318962068965,-119.85097906896551,Riverwalk,39.51625207578505,-119.84833288506884,Trail
AGHE,39.51318962068965,-119.85097906896551,Ivan Sack Park,39.515152,-119.846177,Park
AGHK,39.5197255,-119.84159433333332,Oxbow Cafe & Bistro,39.52142178895525,-119.84009948598884,American Restaurant
AGHK,39.5197255,-119.84159433333332,Mi Casa Too,39.52314412492885,-119.83889039233331,Mexican Restaurant
AGHK,39.5197255,-119.84159433333332,Reno Homebrewer,39.521706,-119.840086,Food & Drink Shop
AGHK,39.5197255,-119.84159433333332,Small Details Cleaning Svc,39.518128692608926,-119.83854532241823,Home Service
AGHK,39.5197255,-119.84159433333332,Kenji's Food Truck,39.519888387088386,-119.8366460339107,Food Truck
AGHK,39.5197255,-119.84159433333332,Oxbow nature study area,39.518794,-119.846519,Trail
AGHK,39.5197255,-119.84159433333332,The Wedge,39.52250214897322,-119.83735812371735,Arts & Crafts Store
AGHK,39.5197255,-119.84159433333332,Ron's RV Carpet-Flooring,39.51612,-119.84478999999999,Carpet Store
AGIN,39.52575628571429,-119.83211999999999,Magic Nails,39.528401,-119.829755,Cosmetics Shop
AGIN,39.52575628571429,-119.83211999999999,Ben's Fine Wine & Spirits,39.52703726090059,-119.82729252287966,Liquor Store
AGIN,39.52575628571429,-119.83211999999999,Port Of Subs,39.52716661964568,-119.82954346627048,Sandwich Place
AGIN,39.52575628571429,-119.83211999999999,The UPS Store,39.5282214,-119.82972759999998,Shipping Store
AGIN,39.52575628571429,-119.83211999999999,Redbox,39.528441,-119.828893,Video Store
AGIN,39.52575628571429,-119.83211999999999,Maverik #590,39.526298,-119.827265,Gas Station
AGIN,39.52575628571429,-119.83211999999999,Pizza Baron,39.5264161,-119.82914309999998,Pizza Place
AGIN,39.52575628571429,-119.83211999999999,Wells Fargo,39.52742875754415,-119.8282939195633,Bank
AGIN,39.52575628571429,-119.83211999999999,Little Caesars Pizza,39.52681919542341,-119.8273236553006,Pizza Place
AGIN,39.52575628571429,-119.83211999999999,McDonald's,39.527878678825715,-119.82699162793324,Fast Food Restaurant
AGIN,39.52575628571429,-119.83211999999999,Dotty's Gaming & Spirits,39.5278237549415,-119.82861498946579,Smoke Shop
AGIN,39.52575628571429,-119.83211999999999,Taco Bell,39.526683512766546,-119.82762605630816,Fast Food Restaurant
AGIN,39.52575628571429,-119.83211999999999,Motel 6,39.528219,-119.83570900000001,Hotel
AGIN,39.52575628571429,-119.83211999999999,Bens Discount Liquors,39.527122,-119.827489,Liquor Store
AGIN,39.52575628571429,-119.83211999999999,Maverik,39.526160299999994,-119.8270918,Convenience Store
AGIN,39.52575628571429,-119.83211999999999,Maverik Adventure's First Stop,39.5263598,-119.8270155,Convenience Store
AGIN,39.52575628571429,-119.83211999999999,Smoke And Head Shop,39.52896447775189,-119.82851890799805,Smoke Shop
AGJQ,39.52553531818179,-119.82714179545454,Ben's Fine Wine & Spirits,39.52703726090059,-119.82729252287966,Liquor Store
AGJQ,39.52553531818179,-119.82714179545454,Brickies Tavern,39.52491316967394,-119.82274842884512,Pub
AGJQ,39.52553531818179,-119.82714179545454,Magic Nails,39.528401,-119.829755,Cosmetics Shop
AGJQ,39.52553531818179,-119.82714179545454,Gold N' Silver Inn,39.52763009781,-119.82499344077969,American Restaurant
AGJQ,39.52553531818179,-119.82714179545454,Maverik #590,39.526298,-119.827265,Gas Station
AGJQ,39.52553531818179,-119.82714179545454,Gold Dust West,39.528697548703505,-119.82500341078655,Casino
AGJQ,39.52553531818179,-119.82714179545454,Port Of Subs,39.52716661964568,-119.82954346627048,Sandwich Place
AGJQ,39.52553531818179,-119.82714179545454,Wendy's,39.52903618023017,-119.82736787642351,Fast Food Restaurant
AGJQ,39.52553531818179,-119.82714179545454,Redbox,39.528441,-119.828893,Video Store
AGJQ,39.52553531818179,-119.82714179545454,Wells Fargo,39.52742875754415,-119.8282939195633,Bank
AGJQ,39.52553531818179,-119.82714179545454,Pizza Baron,39.5264161,-119.82914309999998,Pizza Place
AGJQ,39.52553531818179,-119.82714179545454,The UPS Store,39.5282214,-119.82972759999998,Shipping Store
AGJQ,39.52553531818179,-119.82714179545454,Enterprise Rent-A-Car,39.528182,-119.82623,Rental Car Location
AGJQ,39.52553531818179,-119.82714179545454,Little Caesars Pizza,39.52681919542341,-119.8273236553006,Pizza Place
AGJQ,39.52553531818179,-119.82714179545454,Soak Nail Spa & Lounge,39.525134731300156,-119.82183637248596,Spa
AGJQ,39.52553531818179,-119.82714179545454,McDonald's,39.527878678825715,-119.82699162793324,Fast Food Restaurant
AGJQ,39.52553531818179,-119.82714179545454,Round Table Pizza - Temporarily Closed,39.528182,-119.82623,Pizza Place
AGJQ,39.52553531818179,-119.82714179545454,Jack in the Box,39.527339797305615,-119.82657864689828,Fast Food Restaurant
AGJQ,39.52553531818179,-119.82714179545454,Taco Bell,39.526683512766546,-119.82762605630816,Fast Food Restaurant
AGJQ,39.52553531818179,-119.82714179545454,Dotty's Gaming & Spirits,39.5278237549415,-119.82861498946579,Smoke Shop
AGJQ,39.52553531818179,-119.82714179545454,Maverik,39.526160299999994,-119.8270918,Convenience Store
AGJQ,39.52553531818179,-119.82714179545454,Maverik Adventure's First Stop,39.5263598,-119.8270155,Convenience Store
AGJQ,39.52553531818179,-119.82714179545454,Bens Discount Liquors,39.527122,-119.827489,Liquor Store
AGJQ,39.52553531818179,-119.82714179545454,KFC,39.528684830340794,-119.82678055398465,Fried Chicken Joint
AGJQ,39.52553531818179,-119.82714179545454,Lanna Thai Cafe & Culinary School,39.524806,-119.82348600000002,Thai Restaurant
AGJQ,39.52553531818179,-119.82714179545454,Smoke And Head Shop,39.52896447775189,-119.82851890799805,Smoke Shop
AGKA,39.519088654320974,-119.84273151851843,Oxbow Cafe & Bistro,39.52142178895525,-119.84009948598884,American Restaurant
AGKA,39.519088654320974,-119.84273151851843,Oxbow nature study area,39.518794,-119.846519,Trail
AGKA,39.519088654320974,-119.84273151851843,Reno Homebrewer,39.521706,-119.840086,Food & Drink Shop
AGKA,39.519088654320974,-119.84273151851843,Small Details Cleaning Svc,39.518128692608926,-119.83854532241823,Home Service
AGKA,39.519088654320974,-119.84273151851843,Ron's RV Carpet-Flooring,39.51612,-119.84478999999999,Carpet Store
AGMA,39.52045104000001,-119.8395589,Oxbow Cafe & Bistro,39.52142178895525,-119.84009948598884,American Restaurant
AGMA,39.52045104000001,-119.8395589,Mi Casa Too,39.52314412492885,-119.83889039233331,Mexican Restaurant
AGMA,39.52045104000001,-119.8395589,Reno Homebrewer,39.521706,-119.840086,Food & Drink Shop
AGMA,39.52045104000001,-119.8395589,Kenji's Food Truck,39.519888387088386,-119.8366460339107,Food Truck
AGMA,39.52045104000001,-119.8395589,Small Details Cleaning Svc,39.518128692608926,-119.83854532241823,Home Service
AGMA,39.52045104000001,-119.8395589,The Wedge,39.52250214897322,-119.83735812371735,Arts & Crafts Store
AGOU,39.523249588235295,-119.83393947058822,Idlewild Park,39.52068601974404,-119.83298379983623,Park
AGOU,39.523249588235295,-119.83393947058822,Mi Casa Too,39.52314412492885,-119.83889039233331,Mexican Restaurant
AGOU,39.523249588235295,-119.83393947058822,Fig Tree Catering,39.52344198566311,-119.83084201812744,Event Service
AGOU,39.523249588235295,-119.83393947058822,James D. Hoff Peace Officer Memorial,39.520694352153846,-119.83338475227356,Plaza
AGOU,39.523249588235295,-119.83393947058822,The Wedge,39.52250214897322,-119.83735812371735,Arts & Crafts Store
AGOU,39.523249588235295,-119.83393947058822,Reno Food Trucks,39.52111922873996,-119.831356109121,Food Truck
AGOU,39.523249588235295,-119.83393947058822,Crystal Clear Ice,39.525675956877386,-119.83155957150775,Food & Drink Shop
AGOU,39.523249588235295,-119.83393947058822,Kenji's Food Truck,39.519888387088386,-119.8366460339107,Food Truck
AGPA,39.52192454166667,-119.82990233333331,Idlewild Park,39.52068601974404,-119.83298379983623,Park
AGPA,39.52192454166667,-119.82990233333331,Reno Food Trucks,39.52111922873996,-119.831356109121,Food Truck
AGPA,39.52192454166667,-119.82990233333331,Fig Tree Catering,39.52344198566311,-119.83084201812744,Event Service
AGPA,39.52192454166667,-119.82990233333331,James D. Hoff Peace Officer Memorial,39.520694352153846,-119.83338475227356,Plaza
AGPA,39.52192454166667,-119.82990233333331,Sanctity,39.523198,-119.825933,Spa
AGPA,39.52192454166667,-119.82990233333331,Crystal Clear Ice,39.525675956877386,-119.83155957150775,Food & Drink Shop
AGQA,39.5212720689655,-119.82833413793102,Idlewild Park,39.52068601974404,-119.83298379983623,Park
AGQA,39.5212720689655,-119.82833413793102,McKinley Arts & Culture Center,39.52129106110817,-119.8240764802512,Arts & Crafts Store
AGQA,39.5212720689655,-119.82833413793102,Sanctity,39.523198,-119.825933,Spa
AGQA,39.5212720689655,-119.82833413793102,Fig Tree Catering,39.52344198566311,-119.83084201812744,Event Service
AGRA,39.520934625,-119.8274137,Hub Coffee Roasters,39.522094754613306,-119.82194016157264,Coffee Shop
AGRA,39.520934625,-119.8274137,Idlewild Park,39.52068601974404,-119.83298379983623,Park
AGRA,39.520934625,-119.8274137,Hub Tea Bar,39.52197211391288,-119.8220304286918,Tea Room
AGRA,39.520934625,-119.8274137,McKinley Arts & Culture Center,39.52129106110817,-119.8240764802512,Arts & Crafts Store
AGRA,39.520934625,-119.8274137,Beaujolais Bistro,39.52188144371135,-119.82214584121829,French Restaurant
AGRA,39.520934625,-119.8274137,Sanctity,39.523198,-119.825933,Spa
AGRA,39.520934625,-119.8274137,Fig Tree Catering,39.52344198566311,-119.83084201812744,Event Service
AGRA,39.520934625,-119.8274137,Beaujolais,39.521836,-119.822195,French Restaurant
AGRA,39.520934625,-119.8274137,Rolled Mountain Creamery,39.52200105600149,-119.82189477779623,Restaurant
AGTS,39.528636799999994,-119.8242284,Beto's Mexican Food,39.529984163280176,-119.82226485586641,Mexican Restaurant
AGTS,39.528636799999994,-119.8242284,JJ's Pie Co.,39.529871,-119.821921,Pizza Place
AGTS,39.528636799999994,-119.8242284,Homage,39.53035,-119.82168999999999,Bakery
AGTS,39.528636799999994,-119.8242284,Gold N' Silver Inn,39.52763009781,-119.82499344077969,American Restaurant
AGTS,39.528636799999994,-119.8242284,Ben's Fine Wine & Spirits,39.52703726090059,-119.82729252287966,Liquor Store
AGTS,39.528636799999994,-119.8242284,101 Taiwanese,39.529971732943146,-119.82028613751758,Chinese Restaurant
AGTS,39.528636799999994,-119.8242284,Brickies Tavern,39.52491316967394,-119.82274842884512,Pub
AGTS,39.528636799999994,-119.8242284,Gold Dust West,39.528697548703505,-119.82500341078655,Casino
AGTS,39.528636799999994,-119.8242284,Starbucks,39.53000035685133,-119.82001108973121,Coffee Shop
AGTS,39.528636799999994,-119.8242284,Saint Mary's Center for Health and Fitness,39.531582622303894,-119.82006944100971,Gym / Fitness Center
AGTS,39.528636799999994,-119.8242284,Magic Nails,39.528401,-119.829755,Cosmetics Shop
AGTS,39.528636799999994,-119.8242284,Wendy's,39.52903618023017,-119.82736787642351,Fast Food Restaurant
AGTS,39.528636799999994,-119.8242284,Enterprise Rent-A-Car,39.528182,-119.82623,Rental Car Location
AGTS,39.528636799999994,-119.8242284,Maverik #590,39.526298,-119.827265,Gas Station
AGTS,39.528636799999994,-119.8242284,Redbox,39.528441,-119.828893,Video Store
AGTS,39.528636799999994,-119.8242284,Wells Fargo,39.52742875754415,-119.8282939195633,Bank
AGTS,39.528636799999994,-119.8242284,Port Of Subs,39.52716661964568,-119.82954346627048,Sandwich Place
AGTS,39.528636799999994,-119.8242284,The UPS Store,39.5282214,-119.82972759999998,Shipping Store
AGTS,39.528636799999994,-119.8242284,Soak Nail Spa & Lounge,39.525134731300156,-119.82183637248596,Spa
AGTS,39.528636799999994,-119.8242284,Copa,39.527791576673046,-119.81949888471037,American Restaurant
AGTS,39.528636799999994,-119.8242284,Mel's Diner,39.52880926314658,-119.81852998070984,Diner
AGTS,39.528636799999994,-119.8242284,Round Table Pizza - Temporarily Closed,39.528182,-119.82623,Pizza Place
AGTS,39.528636799999994,-119.8242284,Little Caesars Pizza,39.52681919542341,-119.8273236553006,Pizza Place
AGTS,39.528636799999994,-119.8242284,Sushi Lover,39.53003697170004,-119.82013169655184,Sushi Restaurant
AGTS,39.528636799999994,-119.8242284,McDonald's,39.527878678825715,-119.82699162793324,Fast Food Restaurant
AGTS,39.528636799999994,-119.8242284,Pizza Baron,39.5264161,-119.82914309999998,Pizza Place
AGTS,39.528636799999994,-119.8242284,KFC,39.528684830340794,-119.82678055398465,Fried Chicken Joint
AGTS,39.528636799999994,-119.8242284,Jack in the Box,39.527339797305615,-119.82657864689828,Fast Food Restaurant
AGTS,39.528636799999994,-119.8242284,Taco Bell,39.526683512766546,-119.82762605630816,Fast Food Restaurant
AGTS,39.528636799999994,-119.8242284,Dotty's Gaming & Spirits,39.5278237549415,-119.82861498946579,Smoke Shop
AGTS,39.528636799999994,-119.8242284,Bens Discount Liquors,39.527122,-119.827489,Liquor Store
AGTS,39.528636799999994,-119.8242284,Sands Regency Pool,39.52847351460709,-119.82034921646118,Hotel Pool
AGTS,39.528636799999994,-119.8242284,Maverik Adventure's First Stop,39.5263598,-119.8270155,Convenience Store
AGTS,39.528636799999994,-119.8242284,Maverik,39.526160299999994,-119.8270918,Convenience Store
AGTS,39.528636799999994,-119.8242284,Smoke And Head Shop,39.52896447775189,-119.82851890799805,Smoke Shop
AGTS,39.528636799999994,-119.8242284,Uchi Ramen Noodle House,39.529894,-119.820176,Noodle House
AGTS,39.528636799999994,-119.8242284,Lanna Thai Cafe & Culinary School,39.524806,-119.82348600000002,Thai Restaurant
AGTS,39.528636799999994,-119.8242284,The Sands Buffet,39.52860526636412,-119.818801273997,Restaurant
AGUM,39.528817909090904,-119.82191918181816,Beto's Mexican Food,39.529984163280176,-119.82226485586641,Mexican Restaurant
AGUM,39.528817909090904,-119.82191918181816,JJ's Pie Co.,39.529871,-119.821921,Pizza Place
AGUM,39.528817909090904,-119.82191918181816,Homage,39.53035,-119.82168999999999,Bakery
AGUM,39.528817909090904,-119.82191918181816,101 Taiwanese,39.529971732943146,-119.82028613751758,Chinese Restaurant
AGUM,39.528817909090904,-119.82191918181816,Starbucks,39.53000035685133,-119.82001108973121,Coffee Shop
AGUM,39.528817909090904,-119.82191918181816,Saint Mary's Center for Health and Fitness,39.531582622303894,-119.82006944100971,Gym / Fitness Center
AGUM,39.528817909090904,-119.82191918181816,Brickies Tavern,39.52491316967394,-119.82274842884512,Pub
AGUM,39.528817909090904,-119.82191918181816,Gold N' Silver Inn,39.52763009781,-119.82499344077969,American Restaurant
AGUM,39.528817909090904,-119.82191918181816,Bab Café,39.528164035036454,-119.8171494819683,Korean Restaurant
AGUM,39.528817909090904,-119.82191918181816,Gold Dust West,39.528697548703505,-119.82500341078655,Casino
AGUM,39.528817909090904,-119.82191918181816,Golden Flower,39.53088147259632,-119.81743896007093,Vietnamese Restaurant
AGUM,39.528817909090904,-119.82191918181816,Shawarmageddon,39.525040999999995,-119.81958799999998,Mediterranean Restaurant
AGUM,39.528817909090904,-119.82191918181816,Copa,39.527791576673046,-119.81949888471037,American Restaurant
AGUM,39.528817909090904,-119.82191918181816,Wendy's,39.52903618023017,-119.82736787642351,Fast Food Restaurant
